token_length,over_512,excess_tokens
425,False,0
192,False,0
163,False,0
287,False,0
91,False,0
808,True,296
277,False,0
68,False,0
25,False,0
369,False,0
468,False,0
978,True,466
534,True,22
399,False,0
587,True,75
482,False,0
503,False,0
754,True,242
794,True,282
570,True,58
956,True,444
507,False,0
487,False,0
310,False,0
660,True,148
404,False,0
468,False,0
527,True,15
211,False,0
564,True,52
111,False,0
390,False,0
402,False,0
375,False,0
510,False,0
450,False,0
620,True,108
986,True,474
173,False,0
362,False,0
105,False,0
1256,True,744
1017,True,505
179,False,0
1234,True,722
896,True,384
89,False,0
199,False,0
1023,True,511
121,False,0
292,False,0
30,False,0
188,False,0
1212,True,700
347,False,0
316,False,0
555,True,43
481,False,0
246,False,0
173,False,0
759,True,247
502,False,0
313,False,0
439,False,0
580,True,68
125,False,0
82,False,0
330,False,0
566,True,54
744,True,232
322,False,0
198,False,0
485,False,0
449,False,0
212,False,0
593,True,81
755,True,243
1130,True,618
497,False,0
456,False,0
1119,True,607
602,True,90
62,False,0
649,True,137
399,False,0
108,False,0
415,False,0
384,False,0
528,True,16
631,True,119
737,True,225
496,False,0
192,False,0
581,True,69
177,False,0
297,False,0
434,False,0
459,False,0
343,False,0
119,False,0
950,True,438
1798,True,1286
359,False,0
691,True,179
542,True,30
316,False,0
68,False,0
337,False,0
1165,True,653
732,True,220
843,True,331
347,False,0
677,True,165
980,True,468
649,True,137
615,True,103
458,False,0
535,True,23
344,False,0
507,False,0
101,False,0
456,False,0
1178,True,666
125,False,0
19,False,0
865,True,353
1171,True,659
636,True,124
242,False,0
457,False,0
891,True,379
585,True,73
116,False,0
990,True,478
303,False,0
641,True,129
568,True,56
2316,True,1804
414,False,0
595,True,83
620,True,108
486,False,0
124,False,0
360,False,0
330,False,0
1884,True,1372
512,False,0
587,True,75
353,False,0
1084,True,572
629,True,117
785,True,273
615,True,103
312,False,0
397,False,0
593,True,81
521,True,9
492,False,0
1121,True,609
1130,True,618
586,True,74
1076,True,564
369,False,0
605,True,93
312,False,0
119,False,0
445,False,0
701,True,189
732,True,220
1079,True,567
855,True,343
298,False,0
854,True,342
131,False,0
1253,True,741
760,True,248
156,False,0
111,False,0
541,True,29
641,True,129
423,False,0
127,False,0
847,True,335
204,False,0
660,True,148
107,False,0
861,True,349
178,False,0
529,True,17
521,True,9
52,False,0
25,False,0
1017,True,505
33,False,0
133,False,0
452,False,0
412,False,0
615,True,103
989,True,477
393,False,0
841,True,329
589,True,77
555,True,43
370,False,0
544,True,32
382,False,0
473,False,0
673,True,161
70,False,0
312,False,0
445,False,0
538,True,26
635,True,123
491,False,0
323,False,0
498,False,0
552,True,40
1931,True,1419
435,False,0
151,False,0
390,False,0
173,False,0
976,True,464
464,False,0
307,False,0
525,True,13
289,False,0
350,False,0
402,False,0
406,False,0
161,False,0
1654,True,1142
783,True,271
50,False,0
704,True,192
140,False,0
417,False,0
76,False,0
1486,True,974
295,False,0
808,True,296
604,True,92
996,True,484
418,False,0
1905,True,1393
506,False,0
1875,True,1363
716,True,204
518,True,6
1074,True,562
1231,True,719
86,False,0
38,False,0
119,False,0
126,False,0
1205,True,693
488,False,0
451,False,0
441,False,0
490,False,0
566,True,54
477,False,0
320,False,0
244,False,0
446,False,0
470,False,0
272,False,0
886,True,374
32,False,0
1047,True,535
667,True,155
316,False,0
119,False,0
488,False,0
66,False,0
645,True,133
435,False,0
382,False,0
116,False,0
511,False,0
303,False,0
2213,True,1701
457,False,0
741,True,229
663,True,151
680,True,168
528,True,16
420,False,0
516,True,4
329,False,0
1092,True,580
456,False,0
488,False,0
783,True,271
530,True,18
1087,True,575
817,True,305
608,True,96
402,False,0
1120,True,608
902,True,390
885,True,373
381,False,0
679,True,167
407,False,0
1372,True,860
817,True,305
90,False,0
177,False,0
495,False,0
558,True,46
630,True,118
629,True,117
692,True,180
1133,True,621
95,False,0
669,True,157
327,False,0
635,True,123
107,False,0
360,False,0
125,False,0
508,False,0
376,False,0
428,False,0
3442,True,2930
654,True,142
756,True,244
84,False,0
729,True,217
450,False,0
467,False,0
466,False,0
568,True,56
377,False,0
95,False,0
113,False,0
787,True,275
436,False,0
582,True,70
535,True,23
1238,True,726
637,True,125
680,True,168
517,True,5
80,False,0
102,False,0
535,True,23
233,False,0
541,True,29
737,True,225
495,False,0
772,True,260
432,False,0
896,True,384
438,False,0
94,False,0
442,False,0
546,True,34
410,False,0
294,False,0
209,False,0
678,True,166
84,False,0
497,False,0
721,True,209
197,False,0
168,False,0
782,True,270
429,False,0
581,True,69
15,False,0
544,True,32
283,False,0
386,False,0
94,False,0
124,False,0
323,False,0
1054,True,542
677,True,165
427,False,0
584,True,72
621,True,109
505,False,0
143,False,0
475,False,0
66,False,0
474,False,0
640,True,128
282,False,0
141,False,0
445,False,0
87,False,0
685,True,173
415,False,0
592,True,80
339,False,0
885,True,373
535,True,23
701,True,189
598,True,86
480,False,0
677,True,165
430,False,0
702,True,190
165,False,0
517,True,5
592,True,80
759,True,247
143,False,0
361,False,0
253,False,0
326,False,0
95,False,0
86,False,0
101,False,0
147,False,0
923,True,411
609,True,97
540,True,28
449,False,0
798,True,286
631,True,119
420,False,0
170,False,0
144,False,0
1323,True,811
98,False,0
700,True,188
715,True,203
395,False,0
42,False,0
574,True,62
486,False,0
819,True,307
656,True,144
138,False,0
610,True,98
119,False,0
337,False,0
891,True,379
787,True,275
503,False,0
660,True,148
911,True,399
336,False,0
426,False,0
887,True,375
717,True,205
509,False,0
1050,True,538
525,True,13
329,False,0
737,True,225
501,False,0
591,True,79
897,True,385
414,False,0
702,True,190
534,True,22
984,True,472
658,True,146
539,True,27
563,True,51
358,False,0
483,False,0
394,False,0
848,True,336
117,False,0
636,True,124
584,True,72
625,True,113
524,True,12
380,False,0
936,True,424
96,False,0
394,False,0
643,True,131
649,True,137
158,False,0
613,True,101
112,False,0
242,False,0
462,False,0
228,False,0
436,False,0
568,True,56
550,True,38
99,False,0
1419,True,907
460,False,0
46,False,0
884,True,372
330,False,0
1085,True,573
91,False,0
644,True,132
403,False,0
370,False,0
266,False,0
448,False,0
1355,True,843
788,True,276
546,True,34
1053,True,541
494,False,0
894,True,382
45,False,0
424,False,0
237,False,0
34,False,0
166,False,0
1319,True,807
146,False,0
464,False,0
474,False,0
482,False,0
749,True,237
699,True,187
332,False,0
580,True,68
596,True,84
443,False,0
516,True,4
540,True,28
554,True,42
1019,True,507
106,False,0
536,True,24
812,True,300
500,False,0
108,False,0
784,True,272
61,False,0
489,False,0
332,False,0
546,True,34
448,False,0
663,True,151
482,False,0
590,True,78
562,True,50
640,True,128
1039,True,527
817,True,305
516,True,4
786,True,274
154,False,0
30,False,0
437,False,0
132,False,0
98,False,0
1081,True,569
173,False,0
366,False,0
75,False,0
277,False,0
737,True,225
133,False,0
384,False,0
306,False,0
333,False,0
458,False,0
124,False,0
617,True,105
288,False,0
349,False,0
2238,True,1726
852,True,340
352,False,0
18,False,0
141,False,0
1100,True,588
109,False,0
1293,True,781
469,False,0
485,False,0
504,False,0
774,True,262
483,False,0
258,False,0
419,False,0
433,False,0
941,True,429
1135,True,623
700,True,188
370,False,0
501,False,0
61,False,0
464,False,0
709,True,197
562,True,50
329,False,0
895,True,383
541,True,29
540,True,28
375,False,0
1562,True,1050
159,False,0
781,True,269
540,True,28
392,False,0
49,False,0
23,False,0
470,False,0
1035,True,523
75,False,0
403,False,0
910,True,398
927,True,415
105,False,0
632,True,120
903,True,391
754,True,242
434,False,0
609,True,97
83,False,0
630,True,118
686,True,174
380,False,0
468,False,0
436,False,0
145,False,0
805,True,293
758,True,246
550,True,38
521,True,9
1129,True,617
147,False,0
259,False,0
350,False,0
401,False,0
443,False,0
125,False,0
251,False,0
158,False,0
124,False,0
1819,True,1307
160,False,0
553,True,41
146,False,0
431,False,0
1871,True,1359
713,True,201
337,False,0
138,False,0
740,True,228
396,False,0
1480,True,968
777,True,265
484,False,0
445,False,0
548,True,36
992,True,480
452,False,0
407,False,0
1650,True,1138
402,False,0
765,True,253
1104,True,592
1078,True,566
790,True,278
58,False,0
559,True,47
120,False,0
72,False,0
637,True,125
555,True,43
120,False,0
51,False,0
445,False,0
507,False,0
119,False,0
526,True,14
829,True,317
315,False,0
665,True,153
403,False,0
275,False,0
135,False,0
172,False,0
1328,True,816
301,False,0
605,True,93
425,False,0
886,True,374
598,True,86
784,True,272
508,False,0
251,False,0
92,False,0
160,False,0
586,True,74
410,False,0
142,False,0
117,False,0
463,False,0
402,False,0
697,True,185
530,True,18
719,True,207
109,False,0
370,False,0
515,True,3
200,False,0
444,False,0
307,False,0
1341,True,829
233,False,0
522,True,10
915,True,403
729,True,217
338,False,0
610,True,98
707,True,195
684,True,172
345,False,0
179,False,0
369,False,0
500,False,0
1003,True,491
147,False,0
1265,True,753
529,True,17
328,False,0
520,True,8
732,True,220
682,True,170
200,False,0
146,False,0
1113,True,601
288,False,0
723,True,211
480,False,0
553,True,41
503,False,0
382,False,0
379,False,0
342,False,0
217,False,0
445,False,0
275,False,0
388,False,0
83,False,0
989,True,477
814,True,302
441,False,0
1172,True,660
200,False,0
101,False,0
326,False,0
237,False,0
499,False,0
136,False,0
570,True,58
520,True,8
135,False,0
492,False,0
615,True,103
487,False,0
380,False,0
203,False,0
956,True,444
340,False,0
314,False,0
521,True,9
945,True,433
264,False,0
441,False,0
512,False,0
159,False,0
19,False,0
517,True,5
1075,True,563
561,True,49
608,True,96
964,True,452
496,False,0
569,True,57
92,False,0
101,False,0
353,False,0
70,False,0
510,False,0
831,True,319
466,False,0
131,False,0
149,False,0
1203,True,691
946,True,434
1931,True,1419
114,False,0
201,False,0
485,False,0
139,False,0
642,True,130
158,False,0
352,False,0
622,True,110
276,False,0
137,False,0
398,False,0
456,False,0
361,False,0
624,True,112
638,True,126
516,True,4
336,False,0
264,False,0
434,False,0
227,False,0
542,True,30
1064,True,552
404,False,0
1181,True,669
511,False,0
636,True,124
468,False,0
785,True,273
416,False,0
537,True,25
790,True,278
851,True,339
134,False,0
155,False,0
256,False,0
397,False,0
742,True,230
711,True,199
583,True,71
245,False,0
523,True,11
1267,True,755
304,False,0
557,True,45
867,True,355
562,True,50
443,False,0
770,True,258
547,True,35
905,True,393
844,True,332
876,True,364
121,False,0
369,False,0
558,True,46
175,False,0
564,True,52
494,False,0
362,False,0
462,False,0
2200,True,1688
387,False,0
424,False,0
181,False,0
154,False,0
387,False,0
220,False,0
803,True,291
139,False,0
645,True,133
1539,True,1027
611,True,99
128,False,0
900,True,388
164,False,0
119,False,0
152,False,0
568,True,56
557,True,45
477,False,0
255,False,0
1729,True,1217
64,False,0
381,False,0
445,False,0
521,True,9
491,False,0
101,False,0
514,True,2
578,True,66
45,False,0
495,False,0
131,False,0
87,False,0
458,False,0
30,False,0
436,False,0
604,True,92
919,True,407
251,False,0
260,False,0
561,True,49
559,True,47
377,False,0
72,False,0
844,True,332
517,True,5
467,False,0
75,False,0
1141,True,629
1077,True,565
707,True,195
142,False,0
634,True,122
247,False,0
403,False,0
572,True,60
593,True,81
1048,True,536
438,False,0
765,True,253
638,True,126
624,True,112
586,True,74
748,True,236
599,True,87
768,True,256
393,False,0
264,False,0
445,False,0
594,True,82
241,False,0
771,True,259
1135,True,623
699,True,187
281,False,0
699,True,187
355,False,0
1043,True,531
766,True,254
510,False,0
47,False,0
81,False,0
853,True,341
488,False,0
573,True,61
446,False,0
545,True,33
452,False,0
515,True,3
928,True,416
710,True,198
148,False,0
1065,True,553
667,True,155
401,False,0
562,True,50
381,False,0
253,False,0
113,False,0
399,False,0
146,False,0
1111,True,599
360,False,0
225,False,0
126,False,0
283,False,0
114,False,0
480,False,0
403,False,0
709,True,197
389,False,0
38,False,0
322,False,0
1077,True,565
435,False,0
894,True,382
684,True,172
597,True,85
125,False,0
439,False,0
683,True,171
495,False,0
698,True,186
738,True,226
282,False,0
1436,True,924
679,True,167
586,True,74
419,False,0
473,False,0
455,False,0
1321,True,809
255,False,0
378,False,0
782,True,270
333,False,0
909,True,397
1028,True,516
484,False,0
732,True,220
358,False,0
839,True,327
417,False,0
43,False,0
422,False,0
518,True,6
707,True,195
560,True,48
516,True,4
381,False,0
395,False,0
130,False,0
618,True,106
636,True,124
501,False,0
562,True,50
1402,True,890
577,True,65
430,False,0
946,True,434
505,False,0
1122,True,610
765,True,253
931,True,419
96,False,0
525,True,13
446,False,0
431,False,0
378,False,0
602,True,90
479,False,0
1009,True,497
184,False,0
306,False,0
1196,True,684
456,False,0
34,False,0
369,False,0
207,False,0
462,False,0
556,True,44
6786,True,6274
394,False,0
1050,True,538
25,False,0
350,False,0
601,True,89
27,False,0
428,False,0
454,False,0
113,False,0
837,True,325
558,True,46
786,True,274
578,True,66
479,False,0
559,True,47
494,False,0
99,False,0
405,False,0
106,False,0
579,True,67
208,False,0
532,True,20
479,False,0
63,False,0
1671,True,1159
315,False,0
120,False,0
246,False,0
422,False,0
459,False,0
793,True,281
530,True,18
339,False,0
357,False,0
981,True,469
299,False,0
554,True,42
396,False,0
512,False,0
682,True,170
259,False,0
617,True,105
1039,True,527
1235,True,723
1102,True,590
597,True,85
140,False,0
878,True,366
757,True,245
1068,True,556
496,False,0
1010,True,498
198,False,0
407,False,0
607,True,95
20,False,0
327,False,0
216,False,0
223,False,0
481,False,0
564,True,52
400,False,0
739,True,227
688,True,176
226,False,0
512,False,0
826,True,314
492,False,0
731,True,219
538,True,26
100,False,0
703,True,191
137,False,0
134,False,0
406,False,0
264,False,0
311,False,0
218,False,0
1927,True,1415
302,False,0
248,False,0
203,False,0
570,True,58
689,True,177
1138,True,626
1424,True,912
637,True,125
492,False,0
765,True,253
193,False,0
262,False,0
107,False,0
1146,True,634
213,False,0
423,False,0
309,False,0
489,False,0
88,False,0
86,False,0
530,True,18
1166,True,654
911,True,399
180,False,0
613,True,101
655,True,143
143,False,0
450,False,0
1018,True,506
749,True,237
338,False,0
713,True,201
31,False,0
23,False,0
654,True,142
29,False,0
467,False,0
433,False,0
191,False,0
258,False,0
1252,True,740
198,False,0
230,False,0
546,True,34
625,True,113
817,True,305
103,False,0
426,False,0
847,True,335
712,True,200
681,True,169
333,False,0
463,False,0
402,False,0
258,False,0
1111,True,599
502,False,0
465,False,0
771,True,259
701,True,189
139,False,0
124,False,0
87,False,0
805,True,293
519,True,7
71,False,0
122,False,0
56,False,0
341,False,0
560,True,48
206,False,0
121,False,0
409,False,0
606,True,94
391,False,0
322,False,0
825,True,313
676,True,164
588,True,76
891,True,379
326,False,0
487,False,0
776,True,264
352,False,0
765,True,253
118,False,0
452,False,0
289,False,0
2011,True,1499
1155,True,643
578,True,66
710,True,198
231,False,0
1118,True,606
142,False,0
148,False,0
1084,True,572
402,False,0
442,False,0
509,False,0
863,True,351
561,True,49
491,False,0
1172,True,660
134,False,0
82,False,0
105,False,0
570,True,58
653,True,141
604,True,92
452,False,0
859,True,347
304,False,0
484,False,0
517,True,5
528,True,16
973,True,461
614,True,102
815,True,303
542,True,30
92,False,0
407,False,0
635,True,123
2416,True,1904
537,True,25
1080,True,568
918,True,406
617,True,105
137,False,0
321,False,0
245,False,0
250,False,0
202,False,0
672,True,160
95,False,0
519,True,7
566,True,54
371,False,0
532,True,20
924,True,412
320,False,0
516,True,4
504,False,0
1127,True,615
620,True,108
195,False,0
639,True,127
141,False,0
573,True,61
1463,True,951
290,False,0
304,False,0
557,True,45
637,True,125
387,False,0
514,True,2
791,True,279
541,True,29
464,False,0
443,False,0
658,True,146
501,False,0
490,False,0
262,False,0
607,True,95
238,False,0
582,True,70
612,True,100
468,False,0
412,False,0
157,False,0
58,False,0
614,True,102
73,False,0
1032,True,520
1178,True,666
433,False,0
247,False,0
86,False,0
338,False,0
375,False,0
125,False,0
1122,True,610
444,False,0
516,True,4
112,False,0
192,False,0
1066,True,554
1170,True,658
25,False,0
170,False,0
365,False,0
920,True,408
277,False,0
216,False,0
383,False,0
998,True,486
783,True,271
415,False,0
99,False,0
60,False,0
525,True,13
417,False,0
535,True,23
1169,True,657
495,False,0
728,True,216
946,True,434
629,True,117
489,False,0
1132,True,620
691,True,179
433,False,0
343,False,0
1044,True,532
1898,True,1386
158,False,0
1009,True,497
782,True,270
368,False,0
334,False,0
666,True,154
399,False,0
811,True,299
457,False,0
877,True,365
773,True,261
984,True,472
720,True,208
465,False,0
91,False,0
43,False,0
1858,True,1346
1114,True,602
560,True,48
556,True,44
356,False,0
610,True,98
233,False,0
65,False,0
306,False,0
572,True,60
508,False,0
490,False,0
530,True,18
458,False,0
772,True,260
498,False,0
22,False,0
615,True,103
741,True,229
916,True,404
440,False,0
353,False,0
228,False,0
138,False,0
542,True,30
966,True,454
74,False,0
63,False,0
25,False,0
651,True,139
100,False,0
891,True,379
344,False,0
485,False,0
63,False,0
486,False,0
812,True,300
413,False,0
29,False,0
450,False,0
520,True,8
522,True,10
246,False,0
704,True,192
509,False,0
394,False,0
303,False,0
420,False,0
330,False,0
1173,True,661
548,True,36
601,True,89
701,True,189
175,False,0
1317,True,805
98,False,0
257,False,0
465,False,0
939,True,427
139,False,0
573,True,61
146,False,0
419,False,0
508,False,0
597,True,85
175,False,0
363,False,0
340,False,0
715,True,203
503,False,0
20,False,0
648,True,136
377,False,0
361,False,0
1141,True,629
299,False,0
891,True,379
786,True,274
629,True,117
125,False,0
430,False,0
1539,True,1027
58,False,0
500,False,0
974,True,462
485,False,0
743,True,231
473,False,0
123,False,0
160,False,0
310,False,0
25,False,0
513,True,1
78,False,0
440,False,0
457,False,0
1321,True,809
46,False,0
240,False,0
780,True,268
537,True,25
1113,True,601
650,True,138
91,False,0
470,False,0
365,False,0
501,False,0
438,False,0
367,False,0
535,True,23
480,False,0
708,True,196
448,False,0
686,True,174
315,False,0
354,False,0
339,False,0
204,False,0
262,False,0
1140,True,628
229,False,0
381,False,0
25,False,0
508,False,0
159,False,0
1318,True,806
125,False,0
23,False,0
1042,True,530
296,False,0
584,True,72
711,True,199
885,True,373
498,False,0
595,True,83
779,True,267
1128,True,616
170,False,0
134,False,0
134,False,0
151,False,0
567,True,55
199,False,0
545,True,33
130,False,0
535,True,23
653,True,141
655,True,143
114,False,0
440,False,0
566,True,54
271,False,0
362,False,0
435,False,0
354,False,0
613,True,101
221,False,0
794,True,282
343,False,0
612,True,100
633,True,121
455,False,0
538,True,26
555,True,43
282,False,0
610,True,98
555,True,43
397,False,0
172,False,0
277,False,0
503,False,0
491,False,0
494,False,0
422,False,0
199,False,0
99,False,0
402,False,0
569,True,57
482,False,0
743,True,231
102,False,0
117,False,0
869,True,357
674,True,162
264,False,0
527,True,15
507,False,0
549,True,37
683,True,171
749,True,237
1196,True,684
1127,True,615
160,False,0
400,False,0
341,False,0
688,True,176
263,False,0
702,True,190
308,False,0
811,True,299
992,True,480
28,False,0
496,False,0
348,False,0
732,True,220
926,True,414
622,True,110
190,False,0
390,False,0
2302,True,1790
545,True,33
775,True,263
111,False,0
690,True,178
121,False,0
657,True,145
777,True,265
600,True,88
254,False,0
170,False,0
324,False,0
277,False,0
713,True,201
705,True,193
389,False,0
770,True,258
572,True,60
335,False,0
532,True,20
343,False,0
889,True,377
259,False,0
584,True,72
1095,True,583
421,False,0
941,True,429
33,False,0
496,False,0
326,False,0
1236,True,724
50,False,0
116,False,0
981,True,469
592,True,80
813,True,301
488,False,0
597,True,85
522,True,10
41,False,0
296,False,0
580,True,68
98,False,0
768,True,256
188,False,0
718,True,206
307,False,0
136,False,0
287,False,0
600,True,88
517,True,5
391,False,0
131,False,0
154,False,0
671,True,159
892,True,380
420,False,0
335,False,0
909,True,397
117,False,0
1220,True,708
348,False,0
312,False,0
111,False,0
1793,True,1281
1083,True,571
422,False,0
383,False,0
783,True,271
522,True,10
497,False,0
243,False,0
899,True,387
879,True,367
316,False,0
570,True,58
529,True,17
1046,True,534
721,True,209
99,False,0
395,False,0
508,False,0
529,True,17
265,False,0
461,False,0
119,False,0
146,False,0
175,False,0
164,False,0
419,False,0
328,False,0
417,False,0
720,True,208
730,True,218
391,False,0
516,True,4
855,True,343
1251,True,739
486,False,0
633,True,121
84,False,0
367,False,0
542,True,30
727,True,215
83,False,0
138,False,0
772,True,260
224,False,0
490,False,0
980,True,468
343,False,0
588,True,76
684,True,172
553,True,41
1155,True,643
292,False,0
583,True,71
1020,True,508
504,False,0
827,True,315
976,True,464
759,True,247
166,False,0
86,False,0
297,False,0
603,True,91
697,True,185
1071,True,559
273,False,0
439,False,0
110,False,0
37,False,0
415,False,0
440,False,0
2132,True,1620
157,False,0
489,False,0
566,True,54
849,True,337
99,False,0
479,False,0
94,False,0
480,False,0
243,False,0
934,True,422
252,False,0
493,False,0
568,True,56
4846,True,4334
831,True,319
580,True,68
117,False,0
739,True,227
885,True,373
441,False,0
438,False,0
856,True,344
1027,True,515
304,False,0
448,False,0
804,True,292
494,False,0
378,False,0
286,False,0
161,False,0
108,False,0
396,False,0
651,True,139
119,False,0
471,False,0
139,False,0
143,False,0
741,True,229
717,True,205
502,False,0
525,True,13
119,False,0
254,False,0
149,False,0
537,True,25
928,True,416
525,True,13
222,False,0
168,False,0
405,False,0
319,False,0
75,False,0
248,False,0
533,True,21
370,False,0
594,True,82
197,False,0
284,False,0
202,False,0
685,True,173
883,True,371
846,True,334
574,True,62
988,True,476
754,True,242
701,True,189
503,False,0
762,True,250
1421,True,909
556,True,44
493,False,0
267,False,0
380,False,0
316,False,0
740,True,228
587,True,75
1025,True,513
642,True,130
457,False,0
533,True,21
565,True,53
1934,True,1422
195,False,0
518,True,6
515,True,3
616,True,104
953,True,441
328,False,0
633,True,121
184,False,0
119,False,0
442,False,0
406,False,0
314,False,0
116,False,0
657,True,145
465,False,0
1180,True,668
715,True,203
125,False,0
480,False,0
1385,True,873
353,False,0
248,False,0
609,True,97
382,False,0
709,True,197
1405,True,893
1045,True,533
217,False,0
580,True,68
64,False,0
555,True,43
847,True,335
743,True,231
390,False,0
570,True,58
126,False,0
484,False,0
114,False,0
154,False,0
269,False,0
989,True,477
937,True,425
221,False,0
539,True,27
142,False,0
556,True,44
319,False,0
284,False,0
122,False,0
1376,True,864
254,False,0
968,True,456
1021,True,509
307,False,0
142,False,0
558,True,46
463,False,0
532,True,20
400,False,0
439,False,0
122,False,0
899,True,387
586,True,74
261,False,0
112,False,0
450,False,0
475,False,0
444,False,0
106,False,0
673,True,161
613,True,101
262,False,0
420,False,0
391,False,0
487,False,0
367,False,0
346,False,0
577,True,65
429,False,0
400,False,0
739,True,227
883,True,371
162,False,0
49,False,0
45,False,0
356,False,0
161,False,0
558,True,46
113,False,0
124,False,0
350,False,0
127,False,0
526,True,14
843,True,331
608,True,96
325,False,0
323,False,0
128,False,0
1010,True,498
363,False,0
59,False,0
264,False,0
497,False,0
307,False,0
492,False,0
425,False,0
610,True,98
154,False,0
71,False,0
374,False,0
598,True,86
429,False,0
337,False,0
816,True,304
539,True,27
460,False,0
586,True,74
719,True,207
289,False,0
32,False,0
1137,True,625
425,False,0
459,False,0
973,True,461
139,False,0
388,False,0
155,False,0
184,False,0
632,True,120
806,True,294
449,False,0
963,True,451
170,False,0
400,False,0
92,False,0
1193,True,681
664,True,152
578,True,66
530,True,18
522,True,10
1264,True,752
710,True,198
149,False,0
106,False,0
899,True,387
532,True,20
807,True,295
435,False,0
565,True,53
415,False,0
4066,True,3554
67,False,0
722,True,210
438,False,0
699,True,187
600,True,88
99,False,0
467,False,0
399,False,0
246,False,0
742,True,230
281,False,0
437,False,0
498,False,0
426,False,0
498,False,0
748,True,236
386,False,0
565,True,53
215,False,0
591,True,79
351,False,0
628,True,116
703,True,191
99,False,0
630,True,118
653,True,141
316,False,0
671,True,159
525,True,13
871,True,359
143,False,0
235,False,0
875,True,363
141,False,0
90,False,0
536,True,24
1519,True,1007
93,False,0
102,False,0
707,True,195
306,False,0
300,False,0
507,False,0
149,False,0
467,False,0
307,False,0
115,False,0
544,True,32
729,True,217
452,False,0
266,False,0
554,True,42
429,False,0
421,False,0
843,True,331
108,False,0
421,False,0
827,True,315
461,False,0
247,False,0
344,False,0
358,False,0
118,False,0
250,False,0
477,False,0
577,True,65
164,False,0
184,False,0
366,False,0
238,False,0
885,True,373
661,True,149
188,False,0
180,False,0
396,False,0
407,False,0
587,True,75
534,True,22
367,False,0
580,True,68
433,False,0
1229,True,717
427,False,0
225,False,0
502,False,0
401,False,0
812,True,300
793,True,281
969,True,457
365,False,0
528,True,16
626,True,114
166,False,0
355,False,0
100,False,0
1055,True,543
4954,True,4442
921,True,409
520,True,8
527,True,15
199,False,0
73,False,0
326,False,0
728,True,216
270,False,0
433,False,0
462,False,0
672,True,160
302,False,0
511,False,0
3743,True,3231
389,False,0
594,True,82
253,False,0
640,True,128
491,False,0
280,False,0
479,False,0
333,False,0
269,False,0
380,False,0
734,True,222
648,True,136
657,True,145
61,False,0
561,True,49
671,True,159
586,True,74
504,False,0
114,False,0
1046,True,534
424,False,0
1199,True,687
1158,True,646
1829,True,1317
231,False,0
32,False,0
513,True,1
451,False,0
144,False,0
58,False,0
467,False,0
1029,True,517
525,True,13
68,False,0
630,True,118
353,False,0
447,False,0
542,True,30
176,False,0
421,False,0
143,False,0
850,True,338
559,True,47
611,True,99
85,False,0
1202,True,690
359,False,0
103,False,0
1449,True,937
506,False,0
380,False,0
523,True,11
647,True,135
26,False,0
2053,True,1541
248,False,0
103,False,0
502,False,0
581,True,69
1222,True,710
790,True,278
148,False,0
1885,True,1373
398,False,0
714,True,202
1930,True,1418
410,False,0
567,True,55
561,True,49
302,False,0
357,False,0
835,True,323
489,False,0
236,False,0
507,False,0
186,False,0
1231,True,719
500,False,0
392,False,0
148,False,0
742,True,230
365,False,0
465,False,0
1259,True,747
1100,True,588
511,False,0
448,False,0
39,False,0
1061,True,549
87,False,0
310,False,0
584,True,72
154,False,0
683,True,171
43,False,0
1592,True,1080
316,False,0
524,True,12
1142,True,630
119,False,0
563,True,51
163,False,0
639,True,127
140,False,0
98,False,0
536,True,24
101,False,0
748,True,236
560,True,48
669,True,157
495,False,0
474,False,0
428,False,0
432,False,0
134,False,0
944,True,432
602,True,90
538,True,26
559,True,47
607,True,95
113,False,0
343,False,0
301,False,0
113,False,0
396,False,0
537,True,25
472,False,0
215,False,0
575,True,63
1489,True,977
2019,True,1507
677,True,165
496,False,0
135,False,0
1108,True,596
465,False,0
432,False,0
460,False,0
829,True,317
393,False,0
422,False,0
1777,True,1265
621,True,109
455,False,0
471,False,0
1068,True,556
343,False,0
558,True,46
204,False,0
176,False,0
951,True,439
1215,True,703
131,False,0
703,True,191
45,False,0
1441,True,929
86,False,0
439,False,0
404,False,0
492,False,0
200,False,0
1091,True,579
1646,True,1134
356,False,0
169,False,0
624,True,112
752,True,240
359,False,0
510,False,0
1185,True,673
202,False,0
198,False,0
1888,True,1376
414,False,0
254,False,0
1098,True,586
397,False,0
377,False,0
890,True,378
478,False,0
1465,True,953
1346,True,834
865,True,353
607,True,95
35,False,0
123,False,0
354,False,0
742,True,230
346,False,0
787,True,275
345,False,0
90,False,0
452,False,0
1302,True,790
452,False,0
508,False,0
372,False,0
321,False,0
143,False,0
248,False,0
558,True,46
1111,True,599
964,True,452
690,True,178
417,False,0
545,True,33
640,True,128
504,False,0
876,True,364
75,False,0
837,True,325
735,True,223
447,False,0
323,False,0
544,True,32
545,True,33
448,False,0
433,False,0
392,False,0
126,False,0
577,True,65
24,False,0
793,True,281
306,False,0
338,False,0
321,False,0
243,False,0
116,False,0
208,False,0
511,False,0
387,False,0
308,False,0
724,True,212
337,False,0
525,True,13
690,True,178
126,False,0
862,True,350
4111,True,3599
244,False,0
979,True,467
517,True,5
1171,True,659
453,False,0
707,True,195
183,False,0
808,True,296
767,True,255
191,False,0
25,False,0
104,False,0
969,True,457
1199,True,687
666,True,154
124,False,0
